id,filtered_words_str_final,features_str,label_index
R137,new report education allow else heavy service worker doctor. treatment statement phone decade administration open. suffer skin analysis spend experience. experts discuss ongoing developments education.,"(10000,[353,585,1296,1626,2072,2252,2676,3614,4506,4687,4835,5034,5047,5185,5530,5833,6030,6135,6505,7229,7381,8015,8949,9462,9817],[4.019381523748645,0.6871770135734415,4.019381523748645,4.42484663185681,4.42484663185681,4.42484663185681,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551,2.7200985396183848,4.270695952029551,2.4789364828014966,4.270695952029551,4.270695952029551,4.270695952029551,0.6871770135734415,5.523458920524919,5.117993812416755,3.8187108282864943,3.5085558999826545,0.691153161953081,3.7316994512968646])",1.0
R185,new report technology breakthrough fight action city either. price assume mention direction give. experts discuss ongoing developments technology breakthrough.,"(10000,[585,1020,1738,2227,2526,2664,2907,3481,3614,4506,4687,5495,6505,6633,7632,8554,8759,9462],[0.6871770135734415,5.1060889099104365,4.607168188650764,2.7200985396183848,4.270695952029551,4.42484663185681,4.830311739964974,2.7200985396183848,0.6832166123573445,0.691153161953081,0.691153161953081,4.607168188650764,0.6871770135734415,4.607168188650764,4.830311739964974,4.270695952029551,5.523458920524919,0.691153161953081])",1.0
R204,new report technology breakthrough evidence family specific role. nation less information allow question region. ten marriage great. experts discuss ongoing developments technology breakthrough.,"(10000,[585,613,1020,1195,2054,2059,2227,2947,3481,3614,4014,4506,4687,4835,5085,6229,6505,6591,8190,8297,9462,9974],[0.6871770135734415,3.8187108282864943,5.1060889099104365,3.914021008090819,3.8187108282864943,2.60568818844064,2.7200985396183848,4.137164559405029,2.7200985396183848,0.6832166123573445,4.270695952029551,0.691153161953081,0.691153161953081,4.019381523748645,3.6516567436233283,4.270695952029551,0.6871770135734415,5.117993812416755,4.019381523748645,3.914021008090819,0.691153161953081,4.830311739964974])",1.0
F217,immortal jellyfish confirmed sources ever body carry leader answer. ago finally leg mention meeting reason participant. common story doctor discussion social minute. floor pick cell get easy position rock. — shocking claims immortal jellyfish surface internet.,"(10000,[20,454,503,760,777,823,841,1339,1526,1762,1817,1896,2066,2086,2907,2944,3210,4319,4988,5315,5594,5850,6290,6332,6855,7175,7281,7372,7936,8338,9023,9296,9426,9876],[3.914021008090819,3.3262343431887,0.691153161953081,4.137164559405029,4.42484663185681,4.42484663185681,3.8187108282864943,3.914021008090819,4.019381523748645,4.137164559405029,4.019381523748645,4.019381523748645,5.501740396570277,4.42484663185681,4.830311739964974,4.270695952029551,4.830311739964974,3.7316994512968646,0.6792718340663283,4.137164559405029,4.270695952029551,0.691153161953081,4.42484663185681,4.270695952029551,4.270695952029551,4.830311739964974,0.6714286566053024,4.137164559405029,0.691153161953081,0.691153161953081,0.691153161953081,4.830311739964974,3.914021008090819,5.501740396570277])",0.0
F176,miracle drug confirmed sources worry address behind also. source everything stay. follow interest family. — shocking claims miracle drug surface internet.,"(10000,[70,503,1256,4346,4454,4988,5850,7281,7721,7860,7936,8033,8121,8338,8343,9023,9156,9367,9766],[4.137164559405029,0.691153161953081,6.251127295453098,3.914021008090819,4.607168188650764,0.6792718340663283,0.691153161953081,0.6714286566053024,3.914021008090819,5.841538470161072,0.691153161953081,5.523458920524919,5.117993812416755,0.691153161953081,3.914021008090819,0.691153161953081,3.7316994512968646,4.270695952029551,4.270695952029551])",0.0
R245,new report technology breakthrough degree eye hair pay. road election pretty treatment democrat. loss hard away ready mr. style case environment direction leader cause perhaps. experts discuss ongoing developments technology breakthrough.,"(10000,[132,316,585,1020,1341,1526,1676,2227,2407,3481,3614,3737,3919,4506,4687,5125,5329,5441,5471,5725,6342,6505,6557,7664,8000,8015,8554,9462,9924,9943],[2.6330871626287546,4.270695952029551,0.6871770135734415,5.1060889099104365,3.8187108282864943,4.019381523748645,5.523458920524919,2.7200985396183848,4.270695952029551,2.7200985396183848,0.6832166123573445,4.270695952029551,4.137164559405029,0.691153161953081,0.691153161953081,3.7316994512968646,4.137164559405029,5.117993812416755,5.523458920524919,3.6516567436233283,4.270695952029551,0.6871770135734415,3.914021008090819,4.137164559405029,3.914021008090819,3.8187108282864943,4.270695952029551,0.691153161953081,5.117993812416755,4.019381523748645])",1.0
R104,new report election father dark house can. national production travel pattern response dog. experts discuss ongoing developments election.,"(10000,[132,585,617,697,1122,1247,1800,2445,3556,3614,4506,4687,5836,6505,7910,8353,8681,9462],[2.6330871626287546,0.6871770135734415,4.42484663185681,4.830311739964974,5.523458920524919,5.117993812416755,4.270695952029551,4.830311739964974,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,0.6871770135734415,4.607168188650764,3.914021008090819,4.019381523748645,0.691153161953081])",1.0
F156,flat earth confirmed sources lot purpose training prevent visit physical. everything move forward process allow animal. — shocking claims flat earth surface internet.,"(10000,[503,698,1116,2918,3252,4835,4943,4988,5850,6282,7281,7538,7721,7936,8040,8089,8338,8411,9023,9156,9676],[0.691153161953081,3.914021008090819,4.830311739964974,6.0771045414738385,3.7316994512968646,4.019381523748645,4.019381523748645,0.6792718340663283,0.691153161953081,4.42484663185681,0.6714286566053024,4.42484663185681,3.914021008090819,0.691153161953081,4.019381523748645,4.270695952029551,0.691153161953081,3.577548771469606,0.691153161953081,3.7316994512968646,6.0771045414738385])",0.0
R194,new report election style since get team. key record cost defense. experts discuss ongoing developments election.,"(10000,[132,176,585,3131,3556,3614,4347,4490,4506,4687,6021,6287,6505,8000,9426,9462],[2.6330871626287546,4.830311739964974,0.6871770135734415,4.830311739964974,2.7826188965997183,0.6832166123573445,4.137164559405029,4.607168188650764,0.691153161953081,0.691153161953081,5.117993812416755,3.914021008090819,0.6871770135734415,3.914021008090819,3.914021008090819,0.691153161953081])",1.0
R161,new report technology breakthrough newspaper cover friend society game financial. student hair section man author. experts discuss ongoing developments technology breakthrough.,"(10000,[327,373,488,585,1020,1109,2227,2569,3238,3481,3536,3614,4506,4687,6104,6505,6968,7664,8975,9462],[4.019381523748645,4.42484663185681,4.42484663185681,0.6871770135734415,5.1060889099104365,5.117993812416755,2.7200985396183848,3.8187108282864943,4.270695952029551,2.7200985396183848,4.42484663185681,0.6832166123573445,0.691153161953081,0.691153161953081,4.607168188650764,0.6871770135734415,3.6516567436233283,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
F113,immortal jellyfish confirmed sources score star certainly quite somebody article husband. rather mrs increase against. continue boy foot. — shocking claims immortal jellyfish surface internet.,"(10000,[157,503,673,743,1702,1927,2041,2066,2837,3089,4988,5170,5417,5850,6056,7281,7936,7963,8338,9023,9142,9751,9876],[3.2721671219184243,0.691153161953081,4.270695952029551,4.270695952029551,4.607168188650764,4.019381523748645,4.270695952029551,5.501740396570277,4.137164559405029,4.137164559405029,0.6792718340663283,4.019381523748645,5.117993812416755,0.691153161953081,3.8187108282864943,0.6714286566053024,0.691153161953081,3.7316994512968646,0.691153161953081,0.691153161953081,5.523458920524919,4.270695952029551,5.501740396570277])",0.0
F150,hoax confirmed sources coach term enough later seem course establish. age continue instead. throw lay raise light suggest cover direction. — shocking claims hoax surface internet.,"(10000,[503,560,743,1720,1955,2188,2588,3514,3527,3652,4377,4475,4748,4988,5739,5850,6104,7281,7816,7936,8325,8338,8791,9023,9547],[0.691153161953081,4.607168188650764,4.270695952029551,4.42484663185681,5.117993812416755,5.117993812416755,4.607168188650764,4.42484663185681,4.270695952029551,3.914021008090819,5.21137637688128,4.019381523748645,3.8187108282864943,0.6792718340663283,4.42484663185681,0.691153161953081,4.607168188650764,0.6714286566053024,3.6516567436233283,0.691153161953081,4.607168188650764,0.691153161953081,4.830311739964974,0.691153161953081,4.830311739964974])",0.0
F047,miracle drug confirmed sources hour heavy middle gas recent. method rich me. — shocking claims miracle drug surface internet.,"(10000,[503,527,1256,4988,5177,5607,5850,6015,6212,7117,7281,7860,7936,8338,8949,9023,9878],[0.691153161953081,4.830311739964974,6.251127295453098,0.6792718340663283,5.523458920524919,4.137164559405029,0.691153161953081,3.914021008090819,4.019381523748645,5.117993812416755,0.6714286566053024,5.841538470161072,0.691153161953081,0.691153161953081,3.5085558999826545,0.691153161953081,3.914021008090819])",0.0
F008,hoax confirmed sources police son range. certainly name notice art visit who. plant debate next cause assume. — shocking claims hoax surface internet.,"(10000,[15,209,316,503,673,698,1209,1525,3876,4377,4988,5850,7244,7281,7854,7936,8273,8276,8338,8550,9023,9808],[4.137164559405029,4.42484663185681,4.270695952029551,0.691153161953081,4.270695952029551,3.914021008090819,4.42484663185681,3.383392757028649,3.6516567436233283,5.21137637688128,0.6792718340663283,0.691153161953081,3.6516567436233283,0.6714286566053024,4.137164559405029,0.691153161953081,4.607168188650764,4.137164559405029,0.691153161953081,5.523458920524919,0.691153161953081,3.914021008090819])",0.0
F229,aliens confirmed sources nothing treat moment play recently hit. indicate seat thank ok throw. — shocking claims aliens surface internet.,"(10000,[47,503,650,885,1687,2034,2173,2645,3401,4292,4988,5850,6485,7281,7936,8338,8750,9023,9207],[4.019381523748645,0.691153161953081,5.917019126126766,4.830311739964974,4.270695952029551,4.019381523748645,4.42484663185681,3.8187108282864943,4.270695952029551,4.270695952029551,0.6792718340663283,0.691153161953081,4.019381523748645,0.6714286566053024,0.691153161953081,0.691153161953081,4.607168188650764,0.691153161953081,5.523458920524919])",0.0
R001,new report research field impact research movement. course task ready accept position. fund turn real. experts discuss ongoing developments research.,"(10000,[585,1819,1972,2657,3614,3652,3886,4395,4506,4638,4687,5963,6505,6557,7066,7074,8451,9432,9462],[0.6871770135734415,5.117993812416755,4.019381523748645,4.137164559405029,0.6832166123573445,3.914021008090819,3.8187108282864943,5.117993812416755,0.691153161953081,4.270695952029551,0.691153161953081,5.117993812416755,0.6871770135734415,3.914021008090819,2.920769235080536,3.6516567436233283,4.137164559405029,5.698620542196782,0.691153161953081])",1.0
R241,new report public health heavy population head half various common. sell everybody claim popular. experts discuss ongoing developments public health.,"(10000,[585,1064,1770,1780,2561,3614,3744,4485,4506,4687,6219,6505,6647,7786,8805,8937,8949,9258,9462],[0.6871770135734415,3.7316994512968646,5.7688031818193215,4.137164559405029,4.270695952029551,0.6832166123573445,5.117993812416755,4.019381523748645,0.691153161953081,0.691153161953081,3.172083663361442,0.6871770135734415,3.8187108282864943,4.830311739964974,3.0385522707369192,4.607168188650764,3.5085558999826545,3.914021008090819,0.691153161953081])",1.0
R198,new report climate change past record head worry across yes. certain chair shake middle personal new live. experts discuss ongoing developments climate change.,"(10000,[387,585,681,821,1064,2059,2180,2601,2929,3614,4347,4506,4687,6505,7074,7939,8343,9275,9288,9462,9878],[2.5530444549552183,1.374354027146883,4.607168188650764,5.698620542196782,3.7316994512968646,2.60568818844064,3.914021008090819,5.523458920524919,4.830311739964974,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,0.6871770135734415,3.6516567436233283,4.607168188650764,3.914021008090819,4.270695952029551,4.270695952029551,0.691153161953081,3.914021008090819])",1.0
R229,new report research nothing money cup including purpose. case price amount lay. experts discuss ongoing developments research.,"(10000,[585,899,1738,3059,3614,4292,4506,4687,6103,6342,6505,7066,7222,7334,8734,9432,9462],[0.6871770135734415,5.117993812416755,4.607168188650764,4.137164559405029,0.6832166123573445,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,4.270695952029551,0.6871770135734415,2.920769235080536,4.137164559405029,4.019381523748645,5.117993812416755,2.849310271098391,0.691153161953081])",1.0
R205,new report public health best wear hear soldier. away agree likely sea detail realize. experts discuss ongoing developments public health.,"(10000,[309,585,763,939,1143,1770,2710,3614,3737,4506,4687,4842,6219,6505,6581,6925,8805,9462,9617],[3.914021008090819,0.6871770135734415,3.7316994512968646,5.117993812416755,4.42484663185681,5.7688031818193215,5.117993812416755,0.6832166123573445,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,3.172083663361442,0.6871770135734415,4.137164559405029,4.830311739964974,3.0385522707369192,0.691153161953081,4.137164559405029])",1.0
F123,celebrity scandal confirmed sources two wear go reach official fear effort. — shocking claims celebrity scandal surface internet.,"(10000,[503,2912,3486,4728,4921,4988,5850,6451,6581,7281,7936,8338,8386,8485,9023,9513],[0.691153161953081,5.117993812416755,5.698620542196782,4.137164559405029,5.698620542196782,0.6792718340663283,0.691153161953081,3.4440173788450834,4.137164559405029,0.6714286566053024,0.691153161953081,0.691153161953081,4.270695952029551,3.914021008090819,0.691153161953081,3.577548771469606])",0.0
F043,celebrity scandal confirmed sources bad ground meeting room. beautiful even whatever spring huge support hear. — shocking claims celebrity scandal surface internet.,"(10000,[20,286,503,1273,1644,2198,2366,3486,4921,4988,5850,6406,6487,7281,7695,7936,7956,8217,8338,9023],[3.914021008090819,5.117993812416755,0.691153161953081,3.3262343431887,4.42484663185681,4.607168188650764,4.607168188650764,5.698620542196782,5.698620542196782,0.6792718340663283,0.691153161953081,4.019381523748645,3.914021008090819,0.6714286566053024,3.577548771469606,0.691153161953081,4.830311739964974,4.42484663185681,0.691153161953081,0.691153161953081])",0.0
F097,celebrity scandal confirmed sources sell institution building peace need society. — shocking claims celebrity scandal surface internet.,"(10000,[503,3243,3486,4485,4921,4988,5248,5850,5852,6537,6697,7281,7936,8338,9023],[0.691153161953081,3.914021008090819,5.698620542196782,4.019381523748645,5.698620542196782,0.6792718340663283,5.523458920524919,0.691153161953081,3.8187108282864943,4.270695952029551,4.607168188650764,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R014,new report research become tough change class research majority same. watch rock dog recent go of. explain lead interview clearly might. experts discuss ongoing developments research.,"(10000,[387,474,574,585,2708,2759,3614,4007,4506,4687,5341,5356,5447,5591,6035,6451,6505,6729,7066,7090,8238,9244,9432,9462,9564],[2.5530444549552183,5.117993812416755,3.6516567436233283,0.6871770135734415,4.42484663185681,4.830311739964974,0.6832166123573445,4.607168188650764,0.691153161953081,0.691153161953081,4.270695952029551,4.42484663185681,4.019381523748645,4.137164559405029,3.5085558999826545,3.4440173788450834,0.6871770135734415,4.607168188650764,2.920769235080536,4.137164559405029,4.270695952029551,4.607168188650764,5.698620542196782,0.691153161953081,4.607168188650764])",1.0
F005,flat earth confirmed sources pick way sort production. hear night somebody size. — shocking claims flat earth surface internet.,"(10000,[503,1640,2918,3089,4842,4988,5720,5850,6532,6869,7281,7372,7936,8338,9023,9391,9676],[0.691153161953081,5.523458920524919,6.0771045414738385,4.137164559405029,3.914021008090819,0.6792718340663283,4.830311739964974,0.691153161953081,5.117993812416755,3.6516567436233283,0.6714286566053024,4.137164559405029,0.691153161953081,0.691153161953081,0.691153161953081,4.42484663185681,6.0771045414738385])",0.0
R234,new report research material show improve store white. finish capital night guess. though bed shoulder wide bank. experts discuss ongoing developments research.,"(10000,[585,2408,2836,3231,3385,3614,4019,4506,4687,6505,6541,6578,6756,6869,6877,7066,7184,7255,9432,9462,9497,9615],[0.6871770135734415,4.270695952029551,4.019381523748645,3.914021008090819,4.137164559405029,0.6832166123573445,3.8187108282864943,0.691153161953081,0.691153161953081,0.6871770135734415,4.270695952029551,4.42484663185681,3.914021008090819,3.6516567436233283,4.830311739964974,2.920769235080536,4.607168188650764,5.117993812416755,2.849310271098391,0.691153161953081,3.8187108282864943,5.117993812416755])",1.0
F143,aliens confirmed sources art save fast piece write. nothing tree specific old. worry idea value situation. — shocking claims aliens surface internet.,"(10000,[477,503,650,2059,2812,3133,4292,4520,4988,5850,5871,5958,7281,7403,7854,7936,8338,8343,9023,9263,9593],[4.830311739964974,0.691153161953081,5.917019126126766,2.60568818844064,5.523458920524919,4.137164559405029,4.270695952029551,4.270695952029551,0.6792718340663283,0.691153161953081,3.8187108282864943,4.270695952029551,0.6714286566053024,4.019381523748645,4.137164559405029,0.691153161953081,0.691153161953081,3.914021008090819,0.691153161953081,4.607168188650764,4.830311739964974])",0.0
R073,new report economic growth like team way believe across be. property scientist visit loss scientist. experts discuss ongoing developments economic growth.,"(10000,[320,468,533,585,698,2733,3330,3614,4506,4687,5329,6226,6505,6562,7074,9034,9144,9166,9391,9462],[2.7826188965997183,4.137164559405029,4.607168188650764,0.6871770135734415,3.914021008090819,4.019381523748645,4.270695952029551,0.6832166123573445,0.691153161953081,0.691153161953081,4.137164559405029,4.42484663185681,0.6871770135734415,5.523458920524919,3.6516567436233283,2.8844015909096608,5.380491152937407,5.117993812416755,4.42484663185681,0.691153161953081])",1.0
R239,new report education girl change lose feeling sit part marriage paper. around american case street happen toward accept. experts discuss ongoing developments education.,"(10000,[387,585,613,1029,1352,3194,3614,3684,4422,4506,4687,4704,5047,5530,6197,6229,6342,6505,6946,7652,8740,9462,9766],[2.5530444549552183,0.6871770135734415,3.8187108282864943,3.8187108282864943,4.830311739964974,4.607168188650764,0.6832166123573445,4.019381523748645,5.523458920524919,0.691153161953081,0.691153161953081,4.270695952029551,2.7200985396183848,2.4789364828014966,4.270695952029551,4.270695952029551,4.270695952029551,0.6871770135734415,4.270695952029551,3.914021008090819,4.42484663185681,0.691153161953081,4.270695952029551])",1.0
F181,aliens confirmed sources spring water ball place accept commercial so. — shocking claims aliens surface internet.,"(10000,[503,650,1644,1783,2589,2657,4988,5850,6390,6443,7281,7492,7936,8338,9023],[0.691153161953081,5.917019126126766,4.42484663185681,5.117993812416755,4.137164559405029,4.137164559405029,0.6792718340663283,0.691153161953081,4.42484663185681,3.914021008090819,0.6714286566053024,5.117993812416755,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R138,new report election establish age travel go name difficult. walk product real. thousand particular environment land artist indeed analysis. experts discuss ongoing developments election.,"(10000,[15,132,447,585,2407,2923,3556,3614,4506,4687,4934,5963,6142,6421,6451,6505,6798,7148,7337,8681,8791,8931,8984,9462],[4.137164559405029,2.6330871626287546,4.607168188650764,0.6871770135734415,4.270695952029551,3.7316994512968646,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,4.42484663185681,5.117993812416755,3.914021008090819,5.117993812416755,3.4440173788450834,0.6871770135734415,4.270695952029551,4.42484663185681,5.117993812416755,4.019381523748645,4.830311739964974,3.8187108282864943,3.914021008090819,0.691153161953081])",1.0
R172,new report economic growth position use yet significant apply arrive nice. behind plant anyone street. court establish six. experts discuss ongoing developments economic growth.,"(10000,[320,585,666,1339,2923,3004,3614,4037,4346,4506,4568,4687,5133,6505,7244,7312,7391,8552,8780,9034,9144,9372,9462],[2.7826188965997183,0.6871770135734415,4.607168188650764,3.914021008090819,3.7316994512968646,5.523458920524919,0.6832166123573445,4.019381523748645,3.914021008090819,0.691153161953081,4.019381523748645,0.691153161953081,4.270695952029551,0.6871770135734415,3.6516567436233283,3.8187108282864943,3.7316994512968646,4.270695952029551,5.523458920524919,2.8844015909096608,5.380491152937407,4.830311739964974,0.691153161953081])",1.0
R143,new report policy especially summer. crime hot boy woman watch. require full light focus. whole dinner teach head energy forget. experts discuss ongoing developments policy.,"(10000,[157,497,585,627,731,1064,1720,2191,2240,2519,3614,4142,4506,4563,4687,6505,6944,8016,8173,8307,8449,8522,8897,9462,9693],[3.2721671219184243,5.523458920524919,0.6871770135734415,4.607168188650764,4.270695952029551,3.7316994512968646,4.42484663185681,5.523458920524919,4.270695952029551,5.523458920524919,0.6832166123573445,2.6902455764687034,0.691153161953081,4.270695952029551,0.691153161953081,0.6871770135734415,2.849310271098391,5.117993812416755,3.383392757028649,4.830311739964974,4.270695952029551,4.607168188650764,4.270695952029551,0.691153161953081,4.830311739964974])",1.0
F166,mind control confirmed sources note heavy type best body dinner perhaps. quite drive arm food. week budget memory so. — shocking claims mind control surface internet.,"(10000,[503,763,841,1208,1783,2240,3184,3526,3984,4085,4988,4991,5122,5441,5850,6056,6325,6941,7281,7936,8338,8949,9023,9909],[0.691153161953081,3.7316994512968646,3.8187108282864943,5.7688031818193215,5.117993812416755,4.270695952029551,5.698620542196782,3.8187108282864943,4.42484663185681,4.830311739964974,0.6792718340663283,2.579019941358479,4.270695952029551,5.117993812416755,0.691153161953081,3.8187108282864943,4.019381523748645,4.607168188650764,0.6714286566053024,0.691153161953081,0.691153161953081,3.5085558999826545,0.691153161953081,4.137164559405029])",0.0
R003,new report budget report baby stuff another increase middle include history course. marriage senior skill tend accept. politics increase avoid daughter. experts discuss ongoing developments budget report.,"(10000,[585,1348,1352,1388,1810,2953,3614,4144,4499,4506,4687,4991,5432,5887,6229,6505,6543,6836,7722,7963,8166,9462,9878,9968],[0.6871770135734415,4.137164559405029,4.830311739964974,4.42484663185681,4.42484663185681,4.270695952029551,0.6832166123573445,4.42484663185681,4.830311739964974,0.691153161953081,0.691153161953081,5.158039882716958,2.7508701982851385,4.137164559405029,4.270695952029551,1.374354027146883,3.8187108282864943,5.117993812416755,4.42484663185681,7.463398902593729,4.270695952029551,0.691153161953081,3.914021008090819,3.6516567436233283])",1.0
R167,new report climate change rate set tend check speech. enter however already expect attack far nearly. test suffer former sit receive phone. experts discuss ongoing developments climate change.,"(10000,[253,387,585,594,821,911,1180,1810,2059,2437,3614,3691,3901,4158,4160,4506,4617,4687,5342,5693,6135,6505,6586,6946,7435,9109,9462],[3.8187108282864943,2.5530444549552183,0.6871770135734415,4.019381523748645,5.698620542196782,4.019381523748645,5.523458920524919,4.42484663185681,2.60568818844064,4.607168188650764,0.6832166123573445,3.8187108282864943,5.117993812416755,3.577548771469606,4.137164559405029,0.691153161953081,4.830311739964974,0.691153161953081,4.270695952029551,4.270695952029551,4.270695952029551,0.6871770135734415,4.830311739964974,4.270695952029551,4.137164559405029,4.830311739964974,0.691153161953081])",1.0
R183,new report climate change current everybody try deep meet prevent. step decide hair probably ability. stuff spend remain happy sense. experts discuss ongoing developments climate change.,"(10000,[226,353,387,585,821,1558,1762,2059,2297,2338,2561,3614,4506,4687,4693,5205,5347,6505,7664,7722,8293,9189,9462,9940],[5.523458920524919,8.03876304749729,2.5530444549552183,0.6871770135734415,5.698620542196782,4.42484663185681,4.137164559405029,2.60568818844064,4.270695952029551,5.523458920524919,4.270695952029551,0.6832166123573445,0.691153161953081,0.691153161953081,4.42484663185681,3.914021008090819,4.019381523748645,0.6871770135734415,4.137164559405029,4.42484663185681,3.914021008090819,3.914021008090819,0.691153161953081,4.019381523748645])",1.0
R238,new report technology breakthrough strong official teacher seek. air moment region tonight. main number field month type stay. experts discuss ongoing developments technology breakthrough.,"(10000,[88,585,1020,1637,2227,2922,3401,3481,3526,3614,4506,4687,5741,6355,6505,7074,8159,8485,8519,8708,9184,9462,9766],[4.270695952029551,0.6871770135734415,5.1060889099104365,3.6516567436233283,2.7200985396183848,5.523458920524919,4.270695952029551,2.7200985396183848,3.8187108282864943,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,3.8187108282864943,0.6871770135734415,3.6516567436233283,3.914021008090819,3.914021008090819,4.607168188650764,4.42484663185681,5.117993812416755,0.691153161953081,4.270695952029551])",1.0
R041,new report election impact art account follow head agree. level continue machine. experts discuss ongoing developments election.,"(10000,[132,585,743,1064,1499,1902,1972,3556,3614,4506,4687,6505,6521,7854,9187,9367,9462],[2.6330871626287546,0.6871770135734415,4.270695952029551,3.7316994512968646,3.8187108282864943,5.523458920524919,4.019381523748645,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,0.6871770135734415,5.117993812416755,4.137164559405029,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
F237,government cover-up confirmed sources star answer nice field usually. quite note institution participant show sea. — shocking claims government cover-up surface internet.,"(10000,[503,2259,3243,3370,3619,4019,4988,5170,5268,5396,5850,6056,6652,7074,7281,7936,8338,9023,9813,9909],[0.691153161953081,5.501740396570277,3.914021008090819,4.019381523748645,4.137164559405029,3.8187108282864943,0.6792718340663283,4.019381523748645,5.117993812416755,4.270695952029551,0.691153161953081,3.8187108282864943,4.830311739964974,3.6516567436233283,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,5.995460552433328,4.137164559405029])",0.0
R086,new report research world near step find anything job find. certain contain begin much standard figure body. experts discuss ongoing developments research.,"(10000,[524,557,585,1513,1558,2114,2967,3614,4110,4506,4687,5726,5974,6505,7066,7359,7493,7510,9288,9360,9432,9462],[3.577548771469606,4.019381523748645,0.6871770135734415,4.607168188650764,4.42484663185681,4.270695952029551,4.270695952029551,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029,3.5085558999826545,0.6871770135734415,2.920769235080536,5.523458920524919,4.137164559405029,4.607168188650764,4.270695952029551,4.137164559405029,2.849310271098391,0.691153161953081])",1.0
R240,new report policy single country director without likely improve outside. turn kind main happy number. experts discuss ongoing developments policy.,"(10000,[309,585,1637,1853,2408,3614,3886,4043,4142,4506,4687,4702,5347,6044,6505,6944,7870,7889,7954,9462],[3.914021008090819,0.6871770135734415,3.6516567436233283,4.270695952029551,4.270695952029551,0.6832166123573445,3.8187108282864943,4.019381523748645,2.6902455764687034,0.691153161953081,0.691153161953081,5.523458920524919,4.019381523748645,4.607168188650764,0.6871770135734415,2.849310271098391,4.42484663185681,4.607168188650764,5.117993812416755,0.691153161953081])",1.0
R133,new report public health project election economy task. parent picture head environmental partner. experts discuss ongoing developments public health.,"(10000,[132,217,585,1064,1770,2230,2481,3614,4506,4590,4687,6027,6219,6505,7034,8805,9462,9932],[2.6330871626287546,3.5085558999826545,0.6871770135734415,3.7316994512968646,5.7688031818193215,3.914021008090819,4.42484663185681,0.6832166123573445,0.691153161953081,4.607168188650764,0.691153161953081,4.019381523748645,3.172083663361442,0.6871770135734415,5.117993812416755,3.0385522707369192,0.691153161953081,4.42484663185681])",1.0
F044,hoax confirmed sources something matter nation note everything young among. short one man. — shocking claims hoax surface internet.,"(10000,[503,815,1262,2071,2402,4014,4046,4377,4988,5850,7281,7809,7936,8338,9023,9156,9826,9909],[0.691153161953081,4.42484663185681,4.42484663185681,4.830311739964974,4.019381523748645,4.270695952029551,4.830311739964974,5.21137637688128,0.6792718340663283,0.691153161953081,0.6714286566053024,3.8187108282864943,0.691153161953081,0.691153161953081,0.691153161953081,3.7316994512968646,4.270695952029551,4.137164559405029])",0.0
F125,government cover-up confirmed sources health challenge former effort marriage candidate enough. change lead particular father institution. home skill certainly candidate decision. — shocking claims government cover-up surface internet.,"(10000,[197,387,503,673,1800,2259,3365,4160,4358,4988,5356,5377,5726,5850,5935,6229,7180,7281,7936,8338,8805,8984,9023,9813,9968],[5.117993812416755,2.5530444549552183,0.691153161953081,4.270695952029551,4.270695952029551,5.501740396570277,4.137164559405029,4.137164559405029,8.274329118810059,0.6792718340663283,4.42484663185681,5.117993812416755,4.137164559405029,0.691153161953081,3.6516567436233283,4.270695952029551,5.117993812416755,0.6714286566053024,0.691153161953081,0.691153161953081,3.0385522707369192,3.914021008090819,0.691153161953081,5.995460552433328,3.6516567436233283])",0.0
F165,secret cure confirmed sources sport general item positive hand discussion happy finish. sport success book face. — shocking claims secret cure surface internet.,"(10000,[1,393,503,1916,3423,3892,4988,5315,5347,5465,5850,6747,7281,7688,7936,8278,8338,9023,9297,9828],[4.019381523748645,3.914021008090819,0.691153161953081,4.42484663185681,4.42484663185681,5.1060889099104365,0.6792718340663283,4.137164559405029,4.019381523748645,4.42484663185681,0.691153161953081,5.1060889099104365,0.6714286566053024,5.117993812416755,0.691153161953081,8.03876304749729,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551])",0.0
